# Frequency                gain                      delta_phi                
5.472547924992787785e+02 5.532422571975761372e-01 -6.544439062926237227e-01
5.473852054174396926e+02 5.525862958168692440e-01 -6.553173031112482505e-01
5.475156494134997729e+02 5.511509803173891830e-01 -6.582445385006616689e-01
5.476461244948649210e+02 5.502250372738842765e-01 -6.591887963037148523e-01
5.477766306689429712e+02 5.497548169966355314e-01 -6.608096894171353597e-01
5.479071679431433495e+02 5.494257371213721042e-01 -6.623737052266438496e-01
5.480377363248773008e+02 5.477096637955025660e-01 -6.628800949287838584e-01
5.481683358215584576e+02 5.471052642213369843e-01 -6.652263612904176782e-01
5.482989664406005659e+02 5.473329519905461016e-01 -6.675944893512530953e-01
5.484296281894206686e+02 5.455219311886431166e-01 -6.687258845008936525e-01
5.485603210754372867e+02 5.445100538697068560e-01 -6.716404086851008870e-01
5.486910451060703053e+02 5.445762909291081977e-01 -6.726370500439844413e-01
5.488218002887417697e+02 5.438833944318545166e-01 -6.738252133252480292e-01
5.489525866308753166e+02 5.430216997468713114e-01 -6.768619601764784832e-01
5.490834041398962881e+02 5.422127367358567929e-01 -6.777228838328359650e-01
5.492142528232319592e+02 5.412329146561675186e-01 -6.786309110021968571e-01
5.493451326883111960e+02 5.398649127443725382e-01 -6.804325166203795128e-01
5.494760437425653663e+02 5.394218098098971792e-01 -6.820982262978532162e-01
5.496069859934258375e+02 5.393617739976944714e-01 -6.842697617641437802e-01
5.497379594483273877e+02 5.382911005378714364e-01 -6.845978730620920771e-01
5.498689641147060456e+02 5.370579888864568385e-01 -6.876422266108837000e-01
