# Frequency                gain                      delta_phi                
5.476461244948649210e+02 4.554695353346657760e-01 -2.706542394088384818e-01
5.477766306689429712e+02 4.555686537747454801e-01 -2.719144012678653688e-01
5.479071679431433495e+02 4.549563039629092032e-01 -2.746276800702762699e-01
5.480377363248773008e+02 4.546902518528335158e-01 -2.750865644060564996e-01
5.481683358215584576e+02 4.546953777077253345e-01 -2.760290984789186552e-01
5.482989664406005659e+02 4.549145421252660526e-01 -2.791243218643431057e-01
5.484296281894206686e+02 4.542918884142935210e-01 -2.799520715353418510e-01
5.485603210754372867e+02 4.534234412958690896e-01 -2.818938052462556243e-01
5.486910451060703053e+02 4.538097103825243228e-01 -2.831165830541757522e-01
5.488218002887417697e+02 4.528199759865058627e-01 -2.842482717476157994e-01
5.489525866308753166e+02 4.524593563956000875e-01 -2.876664416013881009e-01
5.490834041398962881e+02 4.527358859677299008e-01 -2.878478038181322418e-01
5.492142528232319592e+02 4.519929661355728268e-01 -2.882390562340022555e-01
5.493451326883111960e+02 4.524388125230553448e-01 -2.899355514663102262e-01
5.494760437425653663e+02 4.521756734067379213e-01 -2.922699918285962539e-01
5.496069859934258375e+02 4.515998284884386038e-01 -2.953908258896054129e-01
5.497379594483273877e+02 4.511229439627782445e-01 -2.968514714582739522e-01
5.498689641147060456e+02 4.510120108884337342e-01 -2.978265832231334898e-01
