# Frequency                gain                      delta_phi                
5.479071679431433495e+02 4.419465417592005063e-01 -1.746599534934287767e-01
5.480377363248773008e+02 4.416007549929314990e-01 -1.759661508658658668e-01
5.481683358215584576e+02 4.413068860667994087e-01 -1.784871319337435480e-01
5.482989664406005659e+02 4.415385396657463546e-01 -1.792295680164119887e-01
5.484296281894206686e+02 4.409971496482740783e-01 -1.824104627766480746e-01
5.485603210754372867e+02 4.410007612793437892e-01 -1.831288227111285138e-01
5.486910451060703053e+02 4.406313094574357825e-01 -1.846472329173920457e-01
5.488218002887417697e+02 4.403775012261344490e-01 -1.865350315469780362e-01
5.489525866308753166e+02 4.406950879055824832e-01 -1.888673996328771310e-01
5.490834041398962881e+02 4.398256390196053633e-01 -1.888832904138362245e-01
5.492142528232319592e+02 4.400298833731382531e-01 -1.908569583148342907e-01
5.493451326883111960e+02 4.400925658498374138e-01 -1.929821939798590513e-01
5.494760437425653663e+02 4.393316681064646234e-01 -1.925471612772637897e-01
5.496069859934258375e+02 4.393295420245988403e-01 -1.953130026221652216e-01
5.497379594483273877e+02 4.392243690994698246e-01 -1.967773146603257750e-01
5.498689641147060456e+02 4.398842850361301959e-01 -1.979810627162037484e-01
